"";"index";"all_text";"vuln"
"8635";"10407";"cve 2017 13013 arp fix printing of arp protocol address if the protocol type isn t ethertype_ip or ethertype_trail or if the protocol address length isn t 4 don t print the address a an ipv4 address this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s modified so the capture file won t be rejected a an invalid capture update another test file s tcpdump output to reflect this change";"good"
"8636";"562";"fixed an x vulnerability";"bad"
"8637";"7215";"mwifiex pcie fix memory leak in mwifiex_pcie_alloc_cmdrsp_buf in mwifiex_pcie_alloc_cmdrsp_buf a new skb is allocated which should be released if mwifiex_map_pci_memory fails the release is added fix fc3314609047 mwifiex use pci_alloc free_consistent apis for pcie signed off by navid emamdoost navid emamdoost gmail com acked by ganapathi bhat gbhat marvell com signed off by kalle valo kvalo codeaurora org";"good"
"8638";"7915";"merge branch 3 4 into 4 4 3 4 fix version security http allow setting cookie security setting for delete_cookies frameworkbundle revert to legacy wiring of the session when circular ref are detected bumped symfony version to 3 4 40 updated version for 3 4 39 update contributor for 3 4 39 updated changelog for 3 4 39 update italian translation validator add missing hungarian translation validator add the missing translation for the arabic ar locale validator add missing vietnamese translation console fix outputstream for php 7 4 add german translation bug 36157 validator assert valid with many group validator add missing lithuanian translation fixed some typo add french at least constraint translation";"good"
"8639";"3933";"cve 2017 13022 ip add bound check to ip_printroute this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s modified so the capture file won t be rejected a an invalid capture";"bad"
"8640";"11699";"wording ci skip";"good"
"8641";"7660";"xhci init command timeout timer earlier to avoid deleting it uninitialized don t check if timer is running with a timer_pending before deleting it with del_timer_sync this defies the whole point of the sync part and can cause a possible race instead we just want to make sure the timer is initialized early enough before we have a chance to delete it cc stable vger kernel org reported by oliver neukum oneukum suse com signed off by mathias nyman mathias nyman linux intel com signed off by greg kroah hartman gregkh linuxfoundation org";"good"
"8642";"10769";"merge pull request 34 from juliangruber greenkeeper initial add greenkeeper badge";"good"
"8643";"7365";"bot add naughty override for authselect regression leaving ipa domain now fails http bugzilla redhat com show_bug cgi id 1658908 known issue 10816";"good"
"8644";"11744";"linux 3 15 rc8";"good"
"8645";"11069";"secure allow rule and remove unnecessary deny statement the allow rule for the interface open a security leak see explanation here http lintian debian org tag dbus policy without send destination html the deny own is the default behaviour enforced by d bus and thus redundant";"good"
"8646";"4654";"prevent x with section s name and nav group this commit add sanitization of the section s name and naviguation group which permitted authenticated x reported by pradeep kumar pradeepch99 gmail com cc michael e brendo";"bad"
"8647";"12344";"fix x with cfg sqp fmttype text";"good"
"8648";"6284";"make script x input safe pointed out by hoopercharles gmail com";"bad"
"8649";"4903";"fixed chuck null pointer when unknown ct is sent and over in memory limit";"bad"
"8650";"12574";"fix view issue page ui inconsistency 1 title in table header are left aligned 2 fix issue relationship box header title width fix 17831 signed off by damien regad dregad mantisbt org";"good"
"8651";"12053";"isofs fix unchecked printing of er record we didn t check length of rock ridge er record before printing them thus corrupted isofs image can cause u to access and print some memory behind the buffer with obvious consequence reported and tested by carl henrik lunde chlunde ping uio no cc stable vger kernel org signed off by jan kara jack suse cz";"good"
"8652";"8184";"merge pull request 1003 from jwhonce dev bz862919 merged by openshift bot";"good"
"8653";"3762";"csrf tighten csrf code path a little o restructure session open close for better visibility o remove potentially insecure try again button o remove override for switching csrf off defer";"bad"
"8654";"3025";"s390 sclp_ctl fix potential information leak with dev sclp the sclp_ctl_ioctl_sccb function us two copy_from_user call to retrieve the sclp request from user space the first copy_from_user fetch the length of the request which is stored in the first two byte of the request the second copy_from_user get the complete sclp request but this copy the length field a second time a malicious user may have changed the length in the meantime reported by pengfei wang wpengfeinudt gmail com reviewed by michael holzheu holzheu linux vnet ibm com signed off by martin schwidefsky schwidefsky de ibm com";"bad"
"8655";"7010";"prevent arbitrary shell command execution prior to this administrator were able to edit dot_tool and neato_tool config option from the manage configuration page these can now only be set in the config_inc php file fix 26091 cve 2019 15715 signed off by damien regad dregad mantisbt org original commit message reworded added cve reference";"good"
"8656";"8333";"fixing failed extension uploads redirecting to the package installer fixing php 7 2 warning";"good"
"8657";"3561";"security fix clone the ticket to set currentuser";"bad"
"8658";"9628";"remove an unneeded file";"good"
"8659";"5734";"ajax mitigate possible x vulnerability proposed by jaubourg fix gh 2432 close gh 2588";"bad"
"8660";"1431";"add more check found by cert s fuzzer";"bad"
"8661";"6386";"x response internal note this address an issue found when investigating a separate vulnerability where x can be executed in the response and internal note field when error are returned or if they are rendered with data like draft this add sanitization to both response and internal note field for the new ticket page and the ticket view page this will sanitize both post data and draft to ensure all content is safe before rendering this also add sanitization to the threadentrywidget so any threadentryfield is safe from x upon rendering like the new ticket issue summary in the client portal";"bad"
"8662";"12134";"merge branch 2 4 of github com misp misp into 2 4";"good"
"8663";"5515";"bug 4578 security x vulnerability in table print view signed off by madhura jayaratne madhura cj gmail com";"bad"
"8664";"2415";"tun call dev_get_valid_name before register_netdevice register_netdevice could fail early when we have an invalid dev name in which case ndo_uninit is not called for tun device this is a problem because a timer etc are already initialized and it expects ndo_uninit to clean them up we could move these initialization into a ndo_init so that register_netdevice know better however this is still complicated due to the logic in tun_detach therefore i choose to just call dev_get_valid_name before register_netdevice which is quicker and much easier to audit and for this specific case it is already enough fix 96442e42429e tuntap choose the txq based on rxq reported by dmitry alexeev avekceeb gmail com cc jason wang jasowang redhat com cc michael s tsirkin mst redhat com signed off by cong wang xiyou wangcong gmail com signed off by david s miller davem davemloft net";"bad"
"8665";"12451";"fixed issue 12234 security x in browse response";"good"
"8666";"2830";"usb digi_acceleport do sanity checking for the number of port the driver can be crashed with device that expose crafted descriptor with too few endpoint see http seclists org bugtraq 2016 mar 61 signed off by oliver neukum oneukum suse com johan fix oob endpoint check and add error message cc stable stable vger kernel org signed off by johan hovold johan kernel org signed off by greg kroah hartman gregkh linuxfoundation org";"bad"
"8667";"3157";"http github com imagemagick imagemagick issue 105";"bad"
"8668";"11662";"move lru cache over close 3";"good"
"8669";"6922";"chg restclient do not override query body if url hasn t changed";"good"
"8670";"3524";"fix security brutefoce protection rule tightened a reported by dawid czarnecki";"bad"
"8671";"10566";"fix default enctype order in doc commit 4c234d8754c063177bc627c6298b85020d91c223 added the aes sha2 enctypes to the documented default enctypes but in the wrong order reported by weijun wang ticket 8616 new target_version 1 15 next target_version 1 16 tag pullup";"good"
"8672";"7756";"minor update";"good"
"8673";"2710";"generate random password for provisioned user";"bad"
"8674";"7135";"floppy fix out of bound read in copy_buffer upstream commit da99466ac243f15fbba65bd261bfc75ffa1532b6 this fix a global out of bound read access in the copy_buffer function of the floppy driver the fddefprm ioctl allows one to set the geometry of a disk the sect and head field unsigned int of the floppy_drive structure are used to compute the max_sector int in the make_raw_rw_request function it is possible to overflow the max_sector next max_sector is passed to the copy_buffer function and used in one of the memcpy call an unprivileged user could trigger the bug if the device is accessible but requires a floppy disk to be inserted the patch add the check for the sect head multiplication for not overflowing in the set_geometry function the bug wa found by syzkaller signed off by denis efremov efremov ispras ru tested by willy tarreau w 1wt eu signed off by linus torvalds torvalds linux foundation org signed off by sasha levin sashal kernel org";"good"
"8675";"10295";"fix several incorrect invocation of acpica return macro not needed since there is no function tracing for the validation function in hwvalid c";"good"
"8676";"10073";"cleanup";"good"
"8677";"6906";"shift byte instead";"good"
"8678";"8495";"update translation from crowdin for es_es";"good"
"8679";"11604";"ensures credit and charge amount are always correct sign 1683 state resolved";"good"
"8680";"5359";"fix null deref in spnego acceptor cve 2014 4344 when processing a continuation token acc_ctx_cont wa dereferencing the initial byte of the token without checking the length this could result in a null dereference cve 2014 4344 in mit krb5 1 5 and newer an unauthenticated or partially authenticated remote attacker can cause a null dereference and application crash during a spnego negotiation by sending an empty token a the second or later context token from initiator to acceptor the attacker must provide at least one valid context token in the security context negotiation before sending the empty token this can be done by an unauthenticated attacker by forcing spnego to renegotiate the underlying mechanism or by using iakerb to wrap an unauthenticated a req a the first token cvssv2 vector av n ac l au n c n i n a c e poc rl of rc c kaduk mit edu cve summary cvssv2 vector cherry picked from commit 524688ce87a15fc75f87efc8c039ba4c7d5c197b ticket 7970 version_fixed 1 12 2 status resolved";"bad"
"8681";"1371";"validate client header";"bad"
"8682";"8272";"scsi core clean up generated file scsi_devinfo_tbl c make clean should remove the generated file scsi_devinfo_tbl c so list it in the clean file variable so that the file get cleaned up fix 345e29608b4b scsi scsi export blacklist flag to sysfs cc hannes reinecke hare suse de signed off by randy dunlap rdunlap infradead org reviewed by hannes reinecke hare suse com signed off by martin k petersen martin petersen oracle com";"good"
"8683";"10112";"process agent testsuite use the defined variable instead of the literal string svn path trunk core revision 66980";"good"
"8684";"5386";"ptrace x86 force iret path after a ptrace_stop the sysret fastpath doe not correctly restore even all regular register much le any segment register or reflags value that is very much part of why it s faster than iret normally that isn t a problem because the normal ptrace interface catch the process using the signal handler infrastructure which always return with an iret however some path can get caught using ptrace_event instead of the signal path and for those we need to make sure that we aren t going to return to user space using sysret otherwise the modification that may have been done to the register set by the tracer wouldn t necessarily take effect fix it by forcing iret path by setting tif_notify_resume from arch_ptrace_stop_needed which is invoked from ptrace_stop signed off by tejun heo tj kernel org reported by andy lutomirski luto amacapital net acked by oleg nesterov oleg redhat com suggested by linus torvalds torvalds linux foundation org cc stable vger kernel org signed off by linus torvalds torvalds linux foundation org";"bad"
"8685";"4871";"wrap all flowplayer swf file with a preamble that strip query parameter fix 2070";"bad"
"8686";"2647";"fix for 4 fuzz failure posted to sourceforge mailing list";"bad"
"8687";"2414";"security fix expect final change for release 1 75 3 fixed a debian security issue with fscanf reading a string with possible buffer overflow there were also a few similar situation with sscanf";"bad"
"8688";"8020";"deps fix v8 build error pull in build error fix from http code google com p v8 source detail r 9505 missed in 5d69bbfbd";"good"
"8689";"5656";"avoid x attack on user picture";"bad"
"8690";"11165";"linux 4 12 rc1";"good"
"8691";"9353";"kvm x86 make hwapic_isr_update and hwapic_irr_update look the same neither apicv nor avic actually need the first argument of hwapic_isr_update but the vcpu make more sense than passing the pointer to the whole virtual machine in fact in the apicv case it s just happening that the vcpu is used implicitly through the loaded vmcs the second argument instead is named differently make it consistent reviewed by radim krčmář rkrcmar redhat com signed off by paolo bonzini pbonzini redhat com";"good"
"8692";"1781";"fix cve 2018 10095";"bad"
"8693";"5287";"use the proper sector size when checking stream offset francisco alonso and jan kaluza at redhat";"bad"
"8694";"7078";"3 0 0";"good"
"8695";"9764";"fix sql injection issue in notfound controller reported by pang0lin";"good"
"8696";"5770";"fix an x vulnerability in the cp";"bad"
"8697";"6244";"lp 100362 portal search tuning ranking web address x vulnerability";"bad"
"8698";"11045";"haskellpackages export haskellsrc2nix and hackage2nix allows using a different haskell package set to generate the nix expression during eval time than the one used to actually build the package at build time cherry picked from commit 1feca4cae3bf243c1efe11918067cec269a8bfb2";"good"
"8699";"802";"change mincore to count mapped page rather than cached page the semantics of what in core mean for the mincore system call are somewhat unclear but linux ha always since 2 3 52 which is when mincore wa initially done treated it a page is available in page cache rather than page is mapped in the mapping the problem with that traditional semantic is that it expose a lot of system cache state that it really probably shouldn t and that user shouldn t really even care about so let s try to avoid that information leak by simply changing the semantics to be that mincore count actual mapped page not page that might be cheaply mapped if they were faulted note the might be part of the old semantics being in the cache doesn t actually guarantee that you can access them without io anyway since thing like network filesystems may have to revalidate the cache before use in many way the old semantics were somewhat insane even aside from the information leak issue from the very beginning and that beginning is a long time ago 2 3 52 wa released in march 2000 i think the code had a comment saying later we can get more picky about what in core mean precisely and this is that later admittedly it is much later than is really comfortable note this is a real semantic change and it is for example known to change the output of fincore since that program literally doe a mmmap without populating it and then doing mincore on that mapping that doesn t actually have any page in it i m hoping that nobody actually ha any workflow that care and the info leak is real we may have to do something different if it turn out that people have valid reason to want the old semantics and if we can limit the information leak sanely cc kevin easton kevin guarana org cc jiri kosina jikos kernel org cc masatake yamato yamato redhat com cc andrew morton akpm linux foundation org cc greg kh gregkh linuxfoundation org cc peter zijlstra peterz infradead org cc michal hocko mhocko suse com signed off by linus torvalds torvalds linux foundation org";"bad"
"8700";"6390";"security fix multiple x vulnerabilies it may be possible to steal or manipulate customer session and cooky which might be used to impersonate a legitimate user allowing the hacker to view or alter user record and to perform transaction a that user sanitation of hazardous character wa not performed correctly on user input osticket did not properly sanitize array value in format htmlchars some value in the admin interface were not properly sanitized and returned to the response";"bad"
"8701";"12272";"bug escape database and table name for partition maintenance signed off by madhura jayaratne madhura cj gmail com";"good"
"8702";"12552";"update release to 2 17 1";"good"
"8703";"10777";"replace all atoi call with qutil string_to_int the latter catch underflow overflow";"good"
"8704";"2428";"close 108 sha1 security policy removed from default configuration";"bad"
"8705";"4394";"theme fix markup for theme name fallback built from http develop svn wordpress org trunk 39807 git svn id http core svn wordpress org trunk 39745 1a063a9b 81f0 0310 95a4 ce76da25c4cd";"bad"
"8706";"12713";"sanitize filename with multiple extension see 11122 git svn id http svn automattic com wordpress trunk 12165 1a063a9b 81f0 0310 95a4 ce76da25c4cd";"good"
"8707";"7176";"board factor out tiny_dispatch and add stronger check on what tiny_msg s are allowed to be decoded";"good"
"8708";"9067";"fix nullptr dereference in f_mysqli_stmt_bind param result reviewed by edwinsmith differential revision d3447264 fbshipit source id 027ac5efcd6ed98be8299160f4ad8d2f915c27c9";"good"
"8709";"12995";"fix handling of link with various uri scheme e g skype 1488106 fix handling of link inside pre element on html to text conversion fix indexing of link on html to text conversion";"good"
"8710";"11706";"fixed security 108 check job name created via cli";"good"
"8711";"3767";"properly initialize data structure for soap parsing in parsenamevalue topelt field wa not properly initialized should fix 268";"bad"
"8712";"6345";"fix x in monitor name";"bad"
"8713";"9869";"netfilter nat fix crash when conntrack entry is re used stas nichiporovich report oops in nf_nat_bysource_cmp trying to access nf_conn struct at address 0xffffffffffffff50 this is the result of fetching a null rhash list struct embedded at offset 176 0 176 get u fff50 the problem is that conntrack entry are allocated from a slab_destroy_by_rcu cache i e entry can be free d and reused on another cpu while nf nat bysource hash access the same conntrack entry freeing is fine we hold rcu read lock zeroing rhlist_head isn t move the rhlist struct outside of the memset inited area fix 7c9664351980aaa6a netfilter move nat hlist_head to nf_conn reported by stas nichiporovich stasn77 gmail com signed off by florian westphal fw strlen de signed off by pablo neira ayuso pablo netfilter org";"good"
"8714";"4933";"cifs move check for null socket into smb_send_rqst cai reported this oops 90701 616664 bug unable to handle kernel null pointer dereference at 0000000000000028 90701 625438 ip ffffffff814a343e kernel_setsockopt 0x2e 0x60 90701 632167 pgd fea319067 pud 103fda4067 pmd 0 90701 637255 oops 0000 1 smp 90701 640878 module linked in des_generic md4 nls_utf8 cifs dns_resolver binfmt_misc tun sg igb itco_wdt itco_vendor_support lpc_ich pcspkr i2c_i801 i2c_core i7core_edac edac_core ioatdma dca mfd_core coretemp kvm_intel kvm crc32c_intel microcode sr_mod cdrom ata_generic sd_mod pata_acpi crc_t10dif ata_piix libata megaraid_sas dm_mirror dm_region_hash dm_log dm_mod 90701 677655 cpu 10 90701 679808 pid 9627 comm l tainted g w 3 7 1 10 qci qssc s4r qssc s4r 90701 688950 rip 0010 ffffffff814a343e ffffffff814a343e kernel_setsockopt 0x2e 0x60 90701 698383 rsp 0018 ffff88177b431bb8 eflags 00010206 90701 704309 rax ffff88177b431fd8 rbx 00007ffffffff000 rcx ffff88177b431bec 90701 712271 rdx 0000000000000003 rsi 0000000000000006 rdi 0000000000000000 90701 720223 rbp ffff88177b431bc8 r08 0000000000000004 r09 0000000000000000 90701 728185 r10 0000000000000001 r11 0000000000000000 r12 0000000000000001 90701 736147 r13 ffff88184ef92000 r14 0000000000000023 r15 ffff88177b431c88 90701 744109 f 00007fd56a1a47c0 0000 g ffff88105fc40000 0000 knlgs 0000000000000000 90701 753137 c 0010 d 0000 e 0000 cr0 000000008005003b 90701 759550 cr2 0000000000000028 cr3 000000104f15f000 cr4 00000000000007e0 90701 767512 dr0 0000000000000000 dr1 0000000000000000 dr2 0000000000000000 90701 775465 dr3 0000000000000000 dr6 00000000ffff0ff0 dr7 0000000000000400 90701 783428 process l pid 9627 threadinfo ffff88177b430000 task ffff88185ca4cb60 90701 792261 stack 90701 794505 0000000000000023 ffff88177b431c50 ffff88177b431c38 ffffffffa014fcb1 90701 802809 ffff88184ef921bc 0000000000000000 00000001ffffffff ffff88184ef921c0 90701 811123 ffff88177b431c08 ffffffff815ca3d9 ffff88177b431c18 ffff880857758000 90701 819433 call trace 90701 822183 ffffffffa014fcb1 smb_send_rqst 0x71 0x1f0 cifs 90701 828991 ffffffff815ca3d9 schedule 0x29 0x70 90701 834736 ffffffffa014fe6d smb_sendv 0x3d 0x40 cifs 90701 841062 ffffffffa014fe96 smb_send 0x26 0x30 cifs 90701 847291 ffffffffa015801f send_nt_cancel 0x6f 0xd0 cifs 90701 854102 ffffffffa015075e sendreceive 0x18e 0x360 cifs 90701 860814 ffffffffa0134a78 cifsfindfirst 0x1a8 0x3f0 cifs 90701 867724 ffffffffa013f731 build_path_from_dentry 0xf1 0x260 cifs 90701 875601 ffffffffa013f731 build_path_from_dentry 0xf1 0x260 cifs 90701 883477 ffffffffa01578e6 cifs_query_dir_first 0x26 0x30 cifs 90701 890869 ffffffffa015480d initiate_cifs_search 0xed 0x250 cifs 90701 898354 ffffffff81195970 fillonedir 0x100 0x100 90701 904486 ffffffffa01554cb cifs_readdir 0x45b 0x8f0 cifs 90701 911288 ffffffff81195970 fillonedir 0x100 0x100 90701 917410 ffffffff81195970 fillonedir 0x100 0x100 90701 923533 ffffffff81195970 fillonedir 0x100 0x100 90701 929657 ffffffff81195848 vfs_readdir 0xb8 0xe0 90701 935490 ffffffff81195b9f sys_getdents 0x8f 0x110 90701 941521 ffffffff815d3b99 system_call_fastpath 0x16 0x1b 90701 948222 code 66 90 55 65 48 8b 04 25 f0 c6 00 00 48 89 e5 53 48 83 ec 08 83 fe 01 48 8b 98 48 e0 ff ff 48 c7 80 48 e0 ff ff ff ff ff ff 74 22 48 8b 47 28 ff 50 68 65 48 8b 14 25 f0 c6 00 00 48 89 9a 48 e0 90701 970313 rip ffffffff814a343e kernel_setsockopt 0x2e 0x60 90701 977125 rsp ffff88177b431bb8 90701 981018 cr2 0000000000000028 90701 984809 end trace 24bd602971110a43 this is likely due to a race v a reconnection event the current code check for a null socket in smb_send_kvec but that s too late by the time that check is done the socket will already have been passed to kernel_setsockopt move the check into smb_send_rqst so that it s checked earlier in truth this is a bit of a half assed fix the enotsock error return here look like it could bubble back up to userspace the locking rule around the ssocket pointer are really unclear a well there are case where the ssocket pointer is changed without holding the srv_mutex but i m not clear whether there s a potential race here yet or not this code seems like it could benefit from some fundamental re think of how the socket handling should behave until then though this patch should at least fix the above oops in most case cc stable vger kernel org 3 7 reported and tested by cai qian caiqian redhat com signed off by jeff layton jlayton redhat com signed off by steve french smfrench gmail com";"bad"
"8715";"7741";"preparing 3 2 1";"good"
"8716";"13037";"merge pull request 2106 from shrz fix self x edit_profile user_name prevent self x attack in username in edit_profile";"good"
"8717";"6597";"fix x with data html link and form action the academically correct way to filter out xlink hrefs should have been to use hasattributens getattributens with the xlink namespace but from my testing browser don t care about that namespace at all and only use the xlink prefix this mean that even if you correctly specify a different prefix for the xlink n the link won t be detected by the browser xlink prefix otoh even work without specifying the xlink namespace in the xml document reported by liuzhu fantasy7082 hotmail com";"bad"
"8718";"7940";"driver gpu vga vgaarb c add missing kfree kbuf is a buffer that is local to this function so all of the error path leaving the function should release it signed off by julia lawall julia diku dk cc jesper juhl jj chaosbits net signed off by andrew morton akpm linux foundation org signed off by dave airlie airlied redhat com";"good"
"8719";"6311";"data object fixed possible sql injection in classification store definition";"bad"
"8720";"7217";"iwlwifi dbg_ini fix memory leak in alloc_sgtable in alloc_sgtable if alloc_page fails the alocated table should be released signed off by navid emamdoost navid emamdoost gmail com signed off by luca coelho luciano coelho intel com";"good"
"8721";"8364";"reposync refactor sanitize remote_path usage for better readability remote_path relativepath";"good"
"8722";"11656";"fix urgent quoting bug";"good"
"8723";"13017";"code cleanup";"good"
"8724";"8507";"imap_quote_string make room for quote";"good"
"8725";"9629";"pdo mysql fix metatables broken sql when a schema is specified in showschema the function generates an invalid where clause where table_schema from myschema should be myschema fix 275";"good"
"8726";"5737";"merge pull request 828 from intelliants sql_injection_in_front_actions 792 sql injection in front action";"bad"
"8727";"5800";"bring back token validation to get request this is necessary to avoid csrf on sql query this is really more a short term fix proper fix to be implemented in master is to avoid accepting sql query from get request this reverts commits dae3390a02ca6687fd31ca784474d56240c6c538 ea73fded7138038aa5a415c7081d838fc094eff7 90433788d6f319cd112f0962ba9b3d1c22b5f2c7 f797a8d87d8bf3cab3380747194ddd3c5db195e1 9c1cfc855318d12f7c0a1c4fbe8f35564aa72769 signed off by michal čihař michal cihar com";"bad"
"8728";"9982";"merge pull request 354 from ckastner master test update output pattern for libcap 2 29";"good"
"8729";"5828";"bug 4562 security x in debug sql output signed off by madhura jayaratne madhura cj gmail com";"bad"
"8730";"942";"security integer underflow in pointer validation detail http github com sandstorm io capnproto tree master security advisory 2014 03 02 1 c integer underflow md";"bad"
"8731";"12544";"merge pull request 293 from greezybacon issue 276 form require title for all custom form reviewed by peter rotich peter osticket com";"good"
"8732";"1276";"set_fat fix off by 2 error leading to corruption in fat12 in fat12 two 12 bit entry are combined to a 24 bit value three byte therefore when an even numbered fat entry is set in fat12 it must be be combined with the following entry to prevent accessing beyond the end of the fat array it must be checked that the cluster is not the last one previously the check tested that the requested cluster wa equal to f cluster 1 however f cluster is the number of data cluster not including the two reserved fat entry at the start so the test triggered two cluster early if the third to last entry wa written on a fat12 filesystem with an odd number of cluster the second to last entry would be corrupted this corruption may also lead to invalid memory access when the corrupted entry becomes out of bound and is used later change the test to f cluster 1 to fix reported by hanno böck signed off by andreas bombe aeb debian org";"bad"
"8733";"12633";"add csrf protection for proj_doc_add";"good"
"8734";"12084";"source code from upstream copy of 1 1 7 for some reason the git tag of release_1_1_7 is somewhat different than the content of the freeradius 1 1 7 tar file so we fix that by committing the real 1 1 7 a a branch from the tagged version of 1 1 7 git clone git git freeradius org freeradius server git cd freeradius server git checkout b branch_1_1_7 release_1_1_7 rm rf wget ftp ftp freeradius org pub freeradius freeradius 1 1 7 tar gz tar zxf freeradius 1 1 7 tar gz mv freeradius 1 1 7 rm rf freeradius 1 1 7 freeradius 1 1 7 tar gz find type f print list get rid of the cv id stuff perl pi e s log log cat list for id date revision author log update doc changelog with date for 1 1 7 git add git l file deleted xargs git rm git commit now the code in git is exactly the same a the released version of 1 1 7";"good"
"8735";"8472";"avformat movenc check that frame_types other than eac3_frame_type_independent have a supported substream id fix out of array access fix ffmpeg_bof_1 avi found by thuan pham marcel böhme andrew santosa and alexandru razvan caciulescu with aflsmart signed off by michael niedermayer michael niedermayer cc";"good"
"8736";"7679";"backport pr 8614 safely encode path in ipython utils path compress_user this is a minor bugfix that resolve an issue on python 2 on window system with non ascii home folder on these system when ipython try to show a tooltip for a function from a non ascii location a unicodedecodeerror is triggered this appears to be related to issue 8543 i think this is a safe bugfix a the old behavior is clearly incorrect on python 2 and the change doe nothing on python 3 i have given it a few test run the relevant line is 85 i apologize for the other unnecessary line change atom stripped the trailing tab automatically";"good"
"8737";"8802";"improved design of about window source commit 68b9244ac13c1cbdce21302eba27d774983358b6";"good"
"8738";"12085";"fix uninitialized constant actioncontroller dispatcher error with rail 1 2 3 chris anderton 103 state resolved";"good"
"8739";"1583";"ipv6 discard overlapping fragment rfc5722 prohibits reassembling fragment when some data overlap bug spotted by zhang zuotao zuotao zhang 6wind com signed off by nicolas dichtel nicolas dichtel 6wind com signed off by david s miller davem davemloft net";"bad"
"8740";"7923";"merge pull request 354 from ckastner master test update output pattern for libcap 2 29";"good"
"8741";"3511";"cve 2020 8416 do fix and antispam system improvement official v0 2 0";"bad"
"8742";"7773";"altera_tse fix in napi and interrupt handling path incorrect napi polling caused warning at net core dev c net_rx_action some stability issue were also seen at high throughput and system load before this patch this patch contains several change in altera_tse_main c tse_rx is fixed to not process more than limit frame tse_poll is refactored to match napi logic only received frame are counted for return value removed bogus condition rxcomplete budget txcomplete 0 replace by if rxcomplete budget call __napi_complete and enable irq altera_isr replace spin_lock_irqsave by spin_lock we are in isr use spinlocks just over irq manipulation not over __napi_schedule reset irq first then disable and schedule napi this is a cleaned up resubmission from vlastimil s recent submission signed off by vlastimil setka setka vsis cz signed off by roman pisl rpisl kky zcu cz signed off by vince bridgers vbridger opensource altera com signed off by david s miller davem davemloft net";"good"
"8743";"3312";"do not allow to delete update group share a a group member";"bad"
"8744";"1191";"fix cve 2015 7541 avoid passsing possible user input directly into the shell instead quote the image_path value before calling the convert command see here http rubysec com advisory cve 2015 7541 for more information";"bad"
"8745";"12910";"iadded access4all sql to installer";"good"
"8746";"12290";"bug 4501 security x in table browse page signed off by marc delisle marc infomarc info";"good"
"8747";"12990";"enriched inc rcube_enriched";"good"
"8748";"6621";"mm security fix x vulnerability in email validation";"bad"
"8749";"6823";"add kid3 kid3 cli kid3 qt 2614";"good"
"8750";"7077";"merge pull request from ghsa 24r8 fm9r cpj2 motivation although the chance is extremely slim a caller of basic oauth1a oauth2 token equal can measure the timing of execution to guess passphrase or access token modification make basic oauth1a oauth2 token equal take near constant time result tad bit safer";"good"
"8751";"1020";"move nfs c foreach_nfs_shareopt to libshare c foreach_shareopt so that it can be re used in other part of libshare";"bad"
"8752";"12767";"updated doc";"good"
"8753";"10830";"merge pull request 96 from jenkinsci cert security 385 security 385 only suggest visible view in search";"good"
"8754";"8641";"fix recursive type check cast of broker data into type any";"good"
"8755";"3921";"cve 2017 13011 properly check for buffer overflow in bittok2str_internal also make the buffer bigger this fix a buffer overflow discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s modified so the capture file won t be rejected a an invalid capture";"bad"
"8756";"4336";"kvm x86 fix emulation of mov s null selector this is cve 2017 2583 on intel this cause a failed vmentry because s s type is neither 3 nor 7 even though the manual say this check is only done for usable s and the dmesg splat say that s is unusable on amd it s worse svm c is confused and set cpl to 0 in the vmcb the fix fabricates a data segment descriptor when s is set to a null selector so that cpl and s dpl are set correctly in the vmcs vmcb furthermore only allow setting s to a null selector if s rpl 3 this in turn ensures cpl 3 because rpl must be equal to cpl thanks to andy lutomirski and willy tarreau for help in analyzing the bug and deciphering the manual reported by xiaohan zhang zhangxiaohan1 huawei com fix 79d5b4c3cd809c770d4bf9812635647016c56011 cc stable nongnu org signed off by paolo bonzini pbonzini redhat com";"bad"
"8757";"3070";"fix x in view_all_bug_page php the value of the view_type parameter on the view_all_bug_page php page wa not encoded before being displayed this vulnerability wa discovered by will dollman of netcraft ltd initial patch modified to use strict comparison per will s suggestion fix 21611";"bad"
"8758";"1021";"rewrite of nfs c to keep option per host separated example setting sharenfs to rw 192 168 69 8 no_subtree_check no_root_squash ro 192 168 69 45 no_subtree_check root_squash will create the option string sec sys ro no_subtree_check no_root_squash mountpoint no_subtree_check no_root_squash no_subtree_check root_squash which is then run on _each host_ part of this is default option instead go through the option string look for host and then make sure option for each host is kept apart by using a linked list maintained by the zfs list_ function also the default option should only be added to the list of option if setting sharenfs to on and then to the host close 2773";"bad"
"8759";"11953";"delete wrong file";"good"
"8760";"12643";"add csrf protection for bug_stick";"good"
"8761";"10639";"added missing csrf protection";"good"
"8762";"2482";"fix fixed various potential x issue in the resolved attribute view potentially exposed x if a malicious misp module wa loaded on the instance a reported by christophe vandeplas cvandeplas";"bad"
"8763";"9099";"build fix";"good"
"8764";"2065";"xkbcomp don t falsely promise from exprresolvelhs every user of exprreturnlhs go on to unconditionally dereference the field return which can be null if xkb_intern_atom fails return false if this is the case so we fail safely testcase splice geometry data into interp signed off by daniel stone daniel collabora com";"bad"
"8765";"840";"encoding for haproxy_listeners php fix 9335 encode desc and table_actionsacln before output";"bad"
